"id","name","canton_id","canton_name","ballot_id","ballot_name","yes","no","yes_pct","turnout","ballots_returned","voters","valid_votes"
"1501","Bezirk Hinterland","15","Appenzell Ausserrhoden",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",4452,5945,42.820044244,63.280308508,10502,16596,10397
"1502","Bezirk Mittelland","15","Appenzell Ausserrhoden",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",4662,3976,53.97082658,69.216241737,8796,12708,8638
"1503","Bezirk Vorderland","15","Appenzell Ausserrhoden",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",2805,3499,44.495558376,66.267693589,6367,9608,6304
"1600","Kanton Appenzell Innerrhoden","16","Appenzell Innerrhoden",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",2959,4677,38.750654793,67.030042918,7809,11650,7636
"9160","AI-Ausland-CH","16","Appenzell Innerrhoden",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",75,32,70.093457944,21.696252465,110,507,107
"1721","Wahlkreis St. Gallen","17","St. Gallen",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",26438,16955,60.926877607,58.556327715,43984,75114,43393
"1722","Wahlkreis Rorschach","17","St. Gallen",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",8100,6793,54.387967502,57.519718202,15023,26118,14893
"1723","Wahlkreis Rheintal","17","St. Gallen",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",11653,13884,45.631828328,59.117559147,25712,43493,25537
"1724","Wahlkreis Werdenberg","17","St. Gallen",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",6192,7014,46.887778283,60.451182425,13318,22031,13206
"1725","Wahlkreis Sarganserland","17","St. Gallen",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",7357,8782,45.585228329,60.756942371,16278,26792,16139
"1726","Wahlkreis See-Gaster","17","St. Gallen",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",13720,13810,49.836541954,60.764798324,27840,45816,27530
"1727","Wahlkreis Toggenburg","17","St. Gallen",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",8305,12923,39.122856604,69.014084507,21462,31098,21228
"1728","Wahlkreis Wil","17","St. Gallen",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",14760,13471,52.282951366,60.520455558,28536,47151,28231
"9170","SG-Ausland-CH","17","St. Gallen",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",1917,873,68.709677419,29.255209408,2836,9694,2790
"1841","Region Albula","18","Graubünden / Grigioni / Grischun",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",2094,1530,57.781456954,63.24278438,3725,5890,3624
"1842","Region Bernina","18","Graubünden / Grigioni / Grischun",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",1238,795,60.895228726,57.123399619,2097,3671,2033
"1843","Region Engiadina Bassa / Val Müstair","18","Graubünden / Grigioni / Grischun",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",2264,1945,53.789498693,64.4245142,4310,6690,4209
"1844","Region Imboden","18","Graubünden / Grigioni / Grischun",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",5030,3161,61.408863387,58.494908634,8387,14338,8191
"1845","Region Landquart","18","Graubünden / Grigioni / Grischun",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",5764,4900,54.051012753,59.686235924,10919,18294,10664
"1846","Region Maloja","18","Graubünden / Grigioni / Grischun",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",3987,2751,59.171861086,60.151620774,6903,11476,6738
"1847","Region Moesa","18","Graubünden / Grigioni / Grischun",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",1862,1089,63.097255168,50.931981687,3115,6116,2951
"1848","Region Plessur","18","Graubünden / Grigioni / Grischun",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",10511,5784,64.504449218,56.075737265,16733,29840,16295
"1849","Region Prättigau / Davos","18","Graubünden / Grigioni / Grischun",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",5716,5563,50.678251618,63.384564352,11465,18088,11279
"1850","Region Surselva","18","Graubünden / Grigioni / Grischun",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",5543,4446,55.491040144,61.594071932,10224,16599,9989
"1851","Region Viamala","18","Graubünden / Grigioni / Grischun",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",3221,2851,53.046772069,62.330077535,6190,9931,6072
"1901","Bezirk Aarau","19","Aargau",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",18883,10610,64.02536195,59.778405562,29836,49911,29493
"1902","Bezirk Baden","19","Aargau",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",32245,17485,64.840136738,59.155941264,50237,84923,49730
"1903","Bezirk Bremgarten","19","Aargau",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",16386,12856,56.035838862,61.015689513,29556,48440,29242
"1904","Bezirk Brugg","19","Aargau",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",11741,7444,61.198853271,62.079442241,19411,31268,19185
"1905","Bezirk Kulm","19","Aargau",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",7135,7972,47.229761038,58.20708032,15291,26270,15107
"1906","Bezirk Laufenburg","19","Aargau",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",7759,6245,55.4055984,62.161332749,14179,22810,14004
"1907","Bezirk Lenzburg","19","Aargau",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",13307,10760,55.291477957,59.237158097,24321,41057,24067
"1908","Bezirk Muri","19","Aargau",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",8055,7875,50.564971751,65.418663201,16110,24626,15930
"1909","Bezirk Rheinfelden","19","Aargau",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",9789,6847,58.842269776,57.245366434,16833,29405,16636
"1910","Bezirk Zofingen","19","Aargau",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",12895,12088,51.615098267,56.176555523,25289,45017,24983
"1911","Bezirk Zurzach","19","Aargau",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",6987,5477,56.057445443,61.827640361,12598,20376,12464
"9190","AG-Ausland-CH","19","Aargau",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",1969,714,73.387998509,24.235378287,2710,11182,2683
"2011","Bezirk Arbon","20","Thurgau",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",9595,9691,49.751114798,57.59605115,19953,34643,19286
"2012","Bezirk Frauenfeld","20","Thurgau",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",14861,12535,54.245145277,63.194305417,28409,44955,27396
"2013","Bezirk Kreuzlingen","20","Thurgau",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",7630,7367,50.876842035,63.510848126,15456,24336,14997
"2014","Bezirk Münchwilen","20","Thurgau",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",9008,9707,48.132514026,61.060887643,19385,31747,18715
"2015","Bezirk Weinfelden","20","Thurgau",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",10227,12647,44.710151263,65.072960424,23546,36184,22874
"9200","TG-Ausland-CH","20","Thurgau",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",793,360,68.777103209,27.427912341,1189,4335,1153
"2101","Distretto di Bellinzona","21","Ticino",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",10755,4476,70.612566476,45.728643216,15834,34626,15231
"2102","Distretto di Blenio","21","Ticino",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",1626,677,70.603560573,50.969237252,2419,4746,2303
"2103","Distretto di Leventina","21","Ticino",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",2243,1098,67.135588147,57.925505261,3468,5987,3341
"2104","Distretto di Locarno","21","Ticino",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",13270,6996,65.479127603,49.029433114,20939,42707,20266
"2105","Distretto di Lugano","21","Ticino",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",30125,12899,70.01905913,48.586405808,44304,91186,43024
"2106","Distretto di Mendrisio","21","Ticino",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",11556,4750,70.869618545,49.154426824,16800,34178,16306
"2107","Distretto di Riviera","21","Ticino",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",1777,709,71.480289622,44.218857536,2570,5812,2486
"2108","Distretto di Vallemaggia","21","Ticino",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",1490,880,62.869198312,54.684047724,2475,4526,2370
"2221","District d'Aigle","22","Vaud",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",9014,4940,64.597964741,58.657822544,14326,24423,13954
"2222","District de la Broye-Vully","22","Vaud",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",9438,5309,63.999457517,61.793491559,15153,24522,14747
"2223","District du Gros-de-Vaud","22","Vaud",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",12975,6458,66.767869089,67.546672969,20008,29621,19433
"2224","District du Jura-Nord vaudois","22","Vaud",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",21920,11325,65.934727027,61.616596676,34334,55722,33245
"2225","District de Lausanne","22","Vaud",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",31153,10112,75.494971526,51.594195865,42526,82424,41265
"2226","District de Lavaux-Oron","22","Vaud",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",17128,6641,72.06024654,64.095716829,24482,38196,23769
"2227","District de Morges","22","Vaud",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",21988,9087,70.757843926,64.992096624,32071,49346,31075
"2228","District de Nyon","22","Vaud",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",23340,9074,72.005923366,61.152854512,33206,54300,32414
"2229","District de l'Ouest lausannois","22","Vaud",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",12129,4683,72.144896502,50.056438309,17295,34551,16812
"2230","District de la Riviera-Pays-d'Enhaut","22","Vaud",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",17490,8091,68.371056644,57.511603468,26269,45676,25581
"9220","VD-CH de l'étranger","22","Vaud",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",4725,1415,76.954397394,29.446963676,6299,21391,6140
"2301","Bezirk Brig","23","Valais / Wallis",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",6310,4017,61.101965721,55.917435951,10782,19282,10327
"2302","District de Conthey","23","Valais / Wallis",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",5996,4650,56.321623145,60.33945644,11234,18618,10646
"2303","District d'Entremont","23","Valais / Wallis",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",3170,2778,53.295225286,64.463840399,6204,9624,5948
"2304","Bezirk Goms","23","Valais / Wallis",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",1178,806,59.375,62.544802867,2094,3348,1984
"2305","District d'Hérens","23","Valais / Wallis",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",3191,2273,58.400439239,69.002532867,5721,8291,5464
"2306","Bezirk Leuk","23","Valais / Wallis",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",2951,2619,52.980251346,63.957479792,5776,9031,5570
"2307","District de Martigny","23","Valais / Wallis",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",9583,7873,54.898029331,61.382059356,18325,29854,17456
"2308","District de Monthey","23","Valais / Wallis",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",8072,7353,52.330632091,57.316900411,16184,28236,15425
"2309","Bezirk Raron","23","Valais / Wallis",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",2899,2169,57.202052092,62.870813397,5256,8360,5068
"2310","District de Saint-Maurice","23","Valais / Wallis",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",2940,2388,55.18018018,62.188779462,5620,9037,5328
"2311","District de Sierre","23","Valais / Wallis",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",9795,7089,58.013503909,60.206657467,17888,29711,16884
"2312","District de Sion","23","Valais / Wallis",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",10276,6852,59.995329285,59.11611167,18232,30841,17128
"2313","Bezirk Visp","23","Valais / Wallis",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",5855,4422,56.971878953,59.526574858,10763,18081,10277
"9230","VS-CH de l'étranger","23","Valais / Wallis",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",1315,402,76.587070472,27.423412757,1853,6757,1717
"2400","Canton de Neuchâtel","24","Neuchâtel",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",39723,19942,66.57672002,53.994137694,61157,113266,59665
"2500","Canton de Genève","25","Genève",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",86249,38918,68.907140061,53.559378238,129212,241250,125167
"9250","GE-CH de l'étranger","25","Genève",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",6361,2055,75.582224335,28.897223804,8629,29861,8416
"2601","District de Delémont","26","Jura",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",8863,5733,60.722115648,56.765192539,15095,26592,14596
"2602","District des Franches-Montagnes","26","Jura",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",3127,2016,60.801088859,65.029182879,5348,8224,5143
"2603","District de Porrentruy","26","Jura",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",6134,4634,56.965081724,58.161458333,11167,19200,10768
"101","Bezirk Affoltern","1","Zürich",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",12004,11594,50.868717688,66.228767467,23745,35853,23598
"102","Bezirk Andelfingen","1","Zürich",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",6691,8972,42.718508587,70.623158647,15821,22402,15663
"103","Bezirk Bülach","1","Zürich",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",22048,27935,44.110997739,55.589290643,50350,90575,49983
"104","Bezirk Dielsdorf","1","Zürich",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",11802,18257,39.262783193,56.53400071,30270,53543,30059
"105","Bezirk Hinwil","1","Zürich",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",16826,21971,43.36933268,62.023769854,39088,63021,38797
"106","Bezirk Horgen","1","Zürich",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",24064,21362,52.974067715,61.26076648,45733,74653,45426
"107","Bezirk Meilen","1","Zürich",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",23488,19420,54.740374755,64.73125365,43223,66773,42908
"108","Bezirk Pfäffikon","1","Zürich",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",11698,13983,45.551185701,64.553048248,25889,40105,25681
"109","Bezirk Uster","1","Zürich",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",25218,23808,51.438012483,60.776142887,49442,81351,49026
"110","Bezirk Winterthur","1","Zürich",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",38857,29765,56.624697619,62.446793161,69246,110888,68622
"111","Bezirk Dietikon","1","Zürich",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",12525,13334,48.435747709,52.935804023,26082,49271,25859
"112","Bezirk Zürich","1","Zürich",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",100558,38492,72.317871269,59.909322827,140198,234017,139050
"9010","ZH-Ausland-CH","1","Zürich",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",6171,2139,74.259927798,26.293333333,8381,31875,8310
"241","Arrondissement administratif Jura bernois","2","Bern / Berne",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",8014,13443,37.349116838,59.561709551,21852,36688,21457
"242","Verwaltungskreis Biel/Bienne","2","Bern / Berne",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",18019,14883,54.765667741,52.702274599,33272,63132,32902
"243","Verwaltungskreis Seeland","2","Bern / Berne",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",14698,20513,41.742637244,64.287518038,35641,55440,35211
"244","Verwaltungskreis Oberaargau","2","Bern / Berne",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",13906,22723,37.964454394,62.205254129,36986,59458,36629
"245","Verwaltungskreis Emmental","2","Bern / Berne",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",18912,28670,39.746122483,63.396405169,48180,75998,47582
"246","Verwaltungskreis Bern-Mittelland","2","Bern / Berne",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",109604,74291,59.601402975,63.567988727,185855,292372,183895
"247","Verwaltungskreis Thun","2","Bern / Berne",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",21619,28593,43.055444914,61.420601014,50750,82627,50212
"248","Verwaltungskreis Obersimmental-Saanen","2","Bern / Berne",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",2443,5571,30.484152733,69.099735968,8113,11741,8014
"249","Verwaltungskreis Frutigen-Niedersimmental","2","Bern / Berne",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",6882,14036,32.899894827,67.031294588,21141,31539,20918
"250","Verwaltungskreis Interlaken-Oberhasli","2","Bern / Berne",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",7823,12942,37.673970624,61.284291098,20977,34229,20765
"311","Wahlkreis Luzern-Stadt","3","Luzern",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",20799,10438,66.584499152,58.989910335,31513,53421,31237
"312","Wahlkreis Luzern-Land","3","Luzern",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",22501,22085,50.466514152,64.502176861,45187,70055,44586
"313","Wahlkreis Hochdorf","3","Luzern",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",12964,16374,44.188424569,64.726681128,29839,46100,29338
"314","Wahlkreis Sursee","3","Luzern",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",16824,19573,46.223589856,70.646586879,37247,52723,36397
"315","Wahlkreis Willisau","3","Luzern",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",8848,16069,35.509892844,68.6,25382,37000,24917
"316","Wahlkreis Entlebuch","3","Luzern",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",3725,9249,28.711268691,77.630567221,13125,16907,12974
"9030","LU-Ausland-CH","3","Luzern",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",1185,387,75.381679389,28.496959166,1640,5755,1572
"400","Kanton Uri","4","Uri",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",5767,10902,34.597156398,64.011363636,16899,26400,16669
"9040","UR-Ausland-CH","4","Uri",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",124,36,77.5,33.541666667,161,480,160
"501","Bezirk Einsiedeln","5","Schwyz",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",2580,5660,31.310679612,72.757650369,8274,11372,8240
"502","Bezirk Gersau","5","Schwyz",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",443,578,43.388834476,66.258064516,1027,1550,1021
"503","Bezirk Höfe","5","Schwyz",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",4510,7497,37.561422504,65.622791279,12070,18393,12007
"504","Bezirk Küssnacht (SZ)","5","Schwyz",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",2772,3379,45.065842952,71.03392939,6197,8724,6151
"505","Bezirk March","5","Schwyz",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",5815,12129,32.40637539,63.44070896,18040,28436,17944
"506","Bezirk Schwyz","5","Schwyz",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",8993,18402,32.827158241,71.924784539,27540,38290,27395
"600","Kanton Obwalden","6","Obwalden",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",6828,12048,36.172917991,71.40217311,19320,27058,18876
"700","Kanton Nidwalden","7","Nidwalden",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",8134,13152,38.212909894,68.287058972,21619,31659,21286
"800","Kanton Glarus","8","Glarus",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",6263,9422,39.929869302,59.462001505,15805,26580,15685
"900","Kanton Zug","9","Zug",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",24987,27382,47.713341863,67.464445868,52656,78050,52369
"1001","District de la Broye","10","Fribourg / Freiburg",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",5115,8995,36.250885897,66.21253406,14337,21653,14110
"1002","District de la Glâne","10","Fribourg / Freiburg",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",3321,7220,31.505549758,68.3466072,10727,15695,10541
"1003","District de la Gruyère","10","Fribourg / Freiburg",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",8252,12510,39.74568924,62.322218944,21121,33890,20762
"1004","District de la Sarine","10","Fribourg / Freiburg",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",19845,17174,53.607606905,60.302923565,37664,62458,37019
"1005","Bezirk See / District du Lac","10","Fribourg / Freiburg",6440,"Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)",7002,8467,45.264722994,65.076590077,15634,24024,15469
